Query	UserId	ChatsQ	BotAnswer	BotHelp	Rank	DocName	LemFounText	FounText	Score	Opinion	Confidence
xtv uhjpbn tckb ytn frnf cdthrb pf ujl	21224750	1	0	0	1	Как НКО участвовать в госзакупках	нко участвовать госзакупки общероссийский система электронный торговля zakaz pf	Как НКО участвовать в госзакупках Общероссийская система электронной торговли Zakaz PF 	0.21830348670482635	Ложь	0.9230222702026367
Добрый день! В компании организован учет в 1С электронно-цифровых подписей (ЭЦП) на флешках. В декабре 2023г. расторгнуты договоры с 2 банками, соответственно электронные подписи стали недействительными. На основании чего списать с учета ЭЦП по банкам, с которыми расторгли договоры? Есть ли какие-либо законодательные акты, регламентирующие списание/уничтожение/ утилизацию ЭЦП?	18038050	1	0	0	1	Как получить и  учитывать   электронную   подпись  ( ЭЦП )	получать и учитывать электронный подпись эцп электронный подпись эцп это цифровой аналог собственноручный подпись она представлять себя который присоединять именно он подписывать а также защищать он внесение изменение п 1 ст 2	Как получить и учитывать электронную подпись ( ЭЦП ) Электронная подпись ( ЭЦП ) — это цифровой аналог собственноручной подписи. Она представляет собой информацию, которая присоединена ... именно его подписал, а также защищает его от внесения изменений ( п. 1 ст. 2 ...	0.3927019238471985	Ложь	0.8877428770065308
"Добрый день. Вопрос об информации :""Как оформить и учесть ликвидацию основных средств""- это платная информация или я могу ее использовать в рамках вип.клиента?"	19181171	1	0	0	7	Что такое  ликвидация   основных средств 	ликвидация основной средство ликвидация основной средство это ряд мероприятие списание объект с баланс и его физический можно частично быть демонтировать тот часть объект который нельзя отремонтировать подробно учет	Что такое ликвидация основных средств Ликвидация основного средства — это ряд мероприятий по списанию объекта с баланса и его физического ... можно частично. То есть демонтировать только ту часть объекта, которую нельзя отремонтировать. Подробнее об учете ...	0.9474470615386963	Правда	0.9686500430107117
"Добрый день!
как ИП стать работодателем ?"	17718009	1	0	0	25	Будет ли являться доказательством акт, который не содержит ссылку на договор	являться доказательство акт который не содержать ссылка договор акт быть подтверждать оказание услуга но сторона нет иной договорной отношение оказание же услуга постановление фас волго вятский округ 01 11 2010 дело	Будет ли являться доказательством акт, который не содержит ссылку на договор Такой акт будет подтверждать оказание услуг, но только если между сторонами нет иных договорных отношений по оказанию таких же услуг ( постановление ФАС Волго-Вятского округа от 01.11.2010 по делу №...	0.0926423966884613	Ложь	0.9209774732589722
добрый день. (после увольнения не прошел месяц) может ли бывший сотрудник предоставить больничный лист по уходу за ребенком	1820672	1	0	0	14	Какой порядок оплаты больничного листка  после   увольнения 	какой порядок оплата больничный листок после увольнение сотрудник который заболевать после дата увольнение пособие выплачивать болезнь наступать течение 30 травма сам работник остальной случай например уход больной ребенок выплачивать пособие не	Какой порядок оплаты больничного листка после увольнения Сотруднику , который заболел после даты увольнения , пособие нужно выплатить, если болезнь наступила в течение 30 ... травмой самого работника. В остальных случаях, например при уходе за больным ребенком , выплачивать пособие не ...	0.8622794151306152	Правда	0.9683535695075989
добрый день. какой процент налогов оплачивают самозанятые?	18845709	1	0	0	25	Нужно ли при расчете  налога  на прибыль учесть  проценты , полученные от контрагента, которому реализован вексель третьего лица, а также накопленные  проценты ,  уплаченные  предыдущему векселедержателю в составе цены при приобретении векселя	расчет налог прибыль учитывать процент получать контрагент который реализовать вексель третий лицо а также накоплять процент уплачивать предыдущий векселедержатель состав цена приобретение вексель доход вид накоплять процент уплачивать организация контрагент который передаваться ценный бумага	Нужно ли при расчете налога на прибыль учесть проценты , полученные от контрагента, которому реализован вексель третьего лица, а также накопленные проценты , уплаченные предыдущему векселедержателю в составе цены при приобретении векселя доход в виде накопленных процентов , уплаченных организации контрагентом, которому передается ценная бумага;	0.41892847418785095	Ложь	0.8211795091629028
День добрый! Организация покупает кузов КамАЗ. Стоимость 450 000. Как принять его к учету? ПО УП ОС свыше 100 000.	4187206	1	0	0	27	Как  отразить в бухучете приобретение  компьютера	отражать бухучет приобретение компьютер стоимость компьютер превышать лимит принимать компания приобретение отражать капвложение кроме состав капвложение затрата установка наладка компьютер а также иной затрата его приобретение	Как отразить в бухучете приобретение компьютера Если стоимость компьютера превышает лимит, принятый в компании , то приобретение отражайте как капвложения. Кроме того, ... в составе капвложений затраты на установку, наладку компьютера, а также иные затраты по его приобретению...	0.25395533442497253	Ложь	0.9173360466957092
Добрый день. Сотрудник увольняется , у него перерасход дней отпуска , окончательный расчет не перекрывает сумму выплаченных отпускных как поступить в данной ситуации	19787790	1	0	0	19	Как  рассчитать  отпускные	рассчитать отпускной сумма отпускной излишне выплачивать сотрудник счетный ошибка удерживать его зарплата удержание возможный с согласие сотрудник этот вывод следовать статья 137 трудовой кодекс сотрудник не	Как рассчитать отпускные Суммы отпускных , излишне выплаченные сотруднику вследствие счетной ошибки , удержите из его зарплаты. Такое удержание возможно только с согласия сотрудника. Этот вывод следует из статьи 137 Трудового кодекса. Если сотрудник не ...	0.7376182079315186	Правда	0.9498960375785828
Здравствуйте, соедините пжлста с Бухсофт отчетность	5344688	1	0	0	10	Как сдать бухгалтерскую  отчетность 	сдавать бухгалтерский отчетность бухотчетность электронный вид можно сдавать два способ сайт фнс или оператор эдо приказ фнс 28 09 2021 ед 7 1 843 оба случай сдача бухгалтерский отчетность	Как сдать бухгалтерскую отчетность Бухотчетность в электронном виде можно сдать двумя способами: через сайт ФНС или через оператора ЭДО ( приказ ФНС от 28.09.2021 № ЕД-7-1/843 ). В обоих случаях для сдачи бухгалтерской отчетности ...	0.6426987648010254	Правда	0.9713054895401001
"ремарка ""эту общую информацию я и сама нахожу"" относилась к предыдущему ответу на сегодняшний вопрос по учету твердого топлива (в перефраз: нужно ли нормировать уголь для принятия его в расходы усн (если да, то есть ли утвержденные нормы) или можно уменьшать УСН на всю фактическую сумму. Общую информацию - Справочник расходов УСН я и без помощника нахожу"	13930577	1	0	0	5	Как  учесть   ГСМ 	учитывать гсм учет гсм начинаться с компания решать она нормировать расход топливо и да какой норма его списывать собственный или утверждать минтранс	Как учесть ГСМ Учет ГСМ начинается с того, что компания решает, будет ли она нормировать расходы на топливо , и если да, то по каким нормам его списывать: по собственным или утвержденным Минтрансом. От...	0.5845562219619751	Правда	0.9398155212402344
Добрый день! Как можно уволить работника организации, который попал в СИЗО?	18971080	1	0	0	14	Как  уволить  генерального директора	увольнять генеральный директор акционер управляющий либо собственник имущество уполномоченный собственник лицо организация решение досрочный прекращение трудовой договор постановление правительство 16 03 2000 234 п 2 ст 278 тк расторжение	Как уволить генерального директора ...акционеров, управляющим) либо собственником имущества (уполномоченным собственником лицом) организации решения о досрочном прекращении трудового договора ... постановлением Правительства от 16.03.2000 № 234 ( п. 2 ст. 278 ТК ). При расторжении ...	0.2741128206253052	Правда	0.9484260082244873
Списание готовой продукции или сырья на лабораторные исследования или бой тары при производстве списывается на 94 счет?	18611384	1	0	0	12	Как покупателю учесть приобретение материалов или  товаров  в  таре 	покупатель учитывать приобретение материал или товар тара ооо производственный фирма мастер заниматься производство мясной и колбасный изделие май организация закупать сырье сырье поступать организация полиэтиленовый упаковка стоимость который мастер оплачивать отдельно договор тара	"Как покупателю учесть приобретение материалов или товаров в таре ООО « Производственная фирма ""Мастер""» занимается производством мясных и колбасных изделий . В мае организация закупила сырье ... Сырье поступило в организацию в полиэтиленовой упаковке, стоимость которой «Мастер» оплачивает отдельно. По договору тара ..."	0.8703864216804504	Ложь	0.8053704500198364
Добрый день! Подскажите, как подготовить ответ на требование по НДС. В книгу покупок включили НДМ по импортным товарам. При покупке импортных товарам, организация уплатила в бюджет НДС, подала заявление, декларацию по косвенным налогам и получили отметку от налоговой.	17080703	1	0	0	10	Как заполнить  книгу   покупок  при  импорте 	заполнять книга покупка импорт сумма ндс подлежать уплата равный 120 400 руб 602 000 руб 20 этот сумма альфа 1501 одновременно альфа составлять заявление ввоз товар и декларация уплата косвенный налог отметка	Как заполнить книгу покупок при импорте Сумма НДС , подлежащая уплате , равна 120 400 руб. (602 000 руб. 20%). Эту сумму Альфа ... 1501). Одновременно Альфа составила заявление о ввозе товаров и декларацию об уплате косвенных налогов . Отметку ...	0.9581048488616943	Правда	0.9493661522865295
Завершение срока действия результатов СОУТ является основанием для отмены положенных гарантий за труд во вредных условиях: класс 3.2 таких как доплата 4% к окладу, сокращенная рабочая неделя,доп.дни к отпуску?	1556897	1	0	0	21	Можно ли сотруднику с  вредными  или  опасными   условиями   труда  установить ненормированный  рабочий   день 	сотрудник с вредный или опасный условие труд устанавливать ненормированный рабочий день вредный или опасный условие труд устанавливать сокращать рабочий время устанавливать он ненормированный рабочий день устанавливать сокращенный продолжительность рабочий время общий случай не много 36 час неделя	Можно ли сотруднику с вредными или опасными условиями труда установить ненормированный рабочий день ... вредными или опасными условиями труда установлено сокращенное рабочее время, то установить ему ненормированный рабочий день ... устанавливают сокращенную продолжительность рабочего времени – в общем случае не более 36 часов в неделю ...	0.346587210893631	Ложь	0.9230270385742188
Добрый день ! Подскажите , пожалуйста. Беременная женщина -студент, получает стипендию. Муж получает з/п. На какие пособия можно рассчитывать. Проживаем в ЛНР. Спасибо.	19653071	1	0	0	14	Какое время работы учесть при  расчете   пособия по   беременности  и родам	какой время работа учитывать расчет пособие беременность и род сотрудница который расчетный период работать сфр рассчитать пособие исходить ее заработок получать предыдущий работодатель пособие сотрудница который расчетный период и он не работать	Какое время работы учесть при расчете пособия по беременности и родам Сотруднице, которая в расчетном периоде работала, СФР рассчитает пособие исходя из ее заработка , полученного у предыдущих работодателей . Пособие сотруднице, которая в расчетном периоде и до него не работала по...	0.8698238134384155	Ложь	0.8367480039596558
Здравствуйте! Подскажите как нам правильно оформить приезд представителей поставщиков. Приедут представители от двух поставщиков, мы им бронируем и оплачиваем гостиницу, затем ведем в ресторан на деловой ужин. Подскажите как правильно это оформить, чтобы затраты принять по налогу на прибыль.	20568392	1	0	0	13	Как  оформить  и учесть компенсацию или  оплату   расходов  на лечение сотрудников	оформлять и учитывать компенсация или оплата расход лечение сотрудник лечение можно оплачивать прибыль текущий период нераспределенный прибыль прошлый год или счет другой источник оформлять оплата расход лечение можно тоже разный это мочь быть компенсация чистый	Как оформить и учесть компенсацию или оплату расходов на лечение сотрудников Лечение можно оплачивать из прибыли текущего периода, нераспределенной прибыли прошлых лет или за счет других источников. Оформить оплату расходов на лечение можно тоже по-разному. Это может быть компенсация в чистом...	0.5489503145217896	Ложь	0.9185654520988464
КНД 1120107. Уведомление об открытии счета в банке или иной организации финансового рынка, расположенных за пределами территории РФ. Если открыт счет в долларах и евро, надо подавать два уведомления или есть возможность в одном добавлять страницы?	4397731	1	0	0	18	Как составить корректировочный счет-фактуру в  иностранной   валюте 	составлять корректировочный счет фактура иностранный валюта продавец мочь выставлять счет фактура иностранный валюта условие цена и расчет договор условный единица а расчет вестись рубль счет фактура оформлять рубль п 7	Как составить корректировочный счет-фактуру в иностранной валюте Продавец может выставить счет-фактуру в иностранной валюте при условии , что цены и расчеты по договору ... в условных единицах , а расчеты ведутся в рублях, счета-фактуры оформляют в рублях ( п. 7 ...	0.2516171932220459	Ложь	0.9487706422805786
Добрый день!	7945765	1	0	0	5	Нужно ли платить налог на имущество по недвижимости, арендованной у иностранной организации	платить налог имущество недвижимость арендовать иностранный организация нет не	Нужно ли платить налог на имущество по недвижимости, арендованной у иностранной организации Нет, не нужно.	0.15799149870872498	Ложь	0.858169436454773
Включаются ли 4 дня по уходу за ребенком-инвалидом в базу для начисления больничного листа?	21061603	1	0	0	1	Как предоставить сотруднику дополнительные выходные  дни   по уходу   за ребенком-инвалидом 	предоставлять сотрудник дополнительный выходной день уход ребенок инвалид работник хотеть использовать много четыре дополнительный оплачивать день подряд он должный согласовывать с работодатель согласовывать график накоплять выходной закон не устанавливать включать дополнительный выходной день уход ребенок инвалид	Как предоставить сотруднику дополнительные выходные дни по уходу за ребенком-инвалидом Если работник хочет использовать более четырех дополнительных оплачиваемых дней подряд, он должен согласовать с работодателем ... согласовать график накопленных выходных, закон не установил. Включать дополнительные выходные дни для ухода за ребенком-инвалидом ...	0.645159125328064	Правда	0.9530355930328369
Спасибо за разъяснения!	5725575	1	0	0	1	Как применять нормативные акты по налоговому законодательству	применять нормативный акт налоговый законодательство разъяснение налоговый законодательство	Как применять нормативные акты по налоговому законодательству Разъяснение налогового законодательства	0.7350246906280518	Правда	0.960425078868866
добрый день. ип покупает товар у самозанятого. какие документы нужны для принятие в расходы покупку товара	2147167	1	0	0	7	Учитывать ли в  расходах  по налогу на прибыль  товары , работы, услуги,  приобретенные  у  самозанятых  плательщиков налога на профессиональный доход	учитывать ли расход налог прибыль товар работа услуга приобретать самозанимать плательщик налог профессиональный доход расчет налог прибыль можно учитывать приобретать плательщик налог профессиональный доход	Учитывать ли в расходах по налогу на прибыль товары , работы, услуги, приобретенные у самозанятых плательщиков налога на профессиональный доход При расчете налога на прибыль можно учесть приобретенные у плательщиков налога на профессиональный доход:	0.6779383420944214	Ложь	0.9314380884170532
добрый день! компания нарушила сроки предоставления документов по требованию согласно п.1 ст 93.1, нужен образец ходатайства о снижении штрафа	758272	1	0	0	29	Как учесть  опоздавшую  первичку	учитывать опаздывать первичка дата подписание акт выполнять работа или оказывать услуга подп 6 п 1 ст акт оплата попд 1 п 3 ст 273 нк акт поступать с опоздание	Как учесть опоздавшую первичку ...на дату подписания акта выполненных работ или оказанных услуг ( подп. 6 п. 1 ст . ... акту нужна оплата (попд. 1 п. 3 ст. 273 НК). Если акт поступил с опозданием ,...	0.525090217590332	Ложь	0.8610289096832275
Здравствуйте! Включаются ли премии к 8 марта, к 23 февраля в расчет среднего заработка для отпускных	7518295	1	0	0	27	Как учесть полугодовую и квартальную  премию  при расчете  отпускных 	учитывать полугодовой и квартальный премия расчет отпускной более выгодный положение сравнение с тот кто идти отпуск другой восемь равный оплата труд равный труд и статья 139 тк единый порядок исчисление	Как учесть полугодовую и квартальную премию при расчете отпускных ...в более выгодном положении по сравнению с теми, кто идет в отпуск в другие восемь ... о равной оплате труда за равный труд и статье 139 ТК о едином порядке исчисления ...	0.9368644952774048	Правда	0.9573876857757568
Добрый день. Получила требование представлении пояснений по НДС код ошибки 4{20.21} что это за ошибка?	2375984	1	0	0	7	Как  представить  документы, информацию и пояснения по  требованию  ИФНС 	представлять документ и пояснение требование ифнс требование представлять пояснение инспектор сообщать какой ошибка и противоречие выявлять отчетность объясняться или представлять уточненка документ указывать срок ответ быть место отметка получение	Как представить документы, информацию и пояснения по требованию ИФНС В требовании представить пояснения инспекторы сообщают, какие ошибки и противоречия выявили в отчетности, предлагают объясниться ... или представить уточненку . В документе указывают срок ответа , есть место для отметки о получении .	0.06800433993339539	Правда	0.9384989738464355
Предприятие приняло на работу в порядке организованного набора временно прибывших в РФ граждан Узбекистана. Предприятие обеспечило их местами в общежитие и гарантированной заработной платой, не ниже минимального уровня по РФ. Граждане Узбекистана работают на основе патента. Как платить страховые взносы с полученных ими доходов на нашем предприятие.	3279891	1	0	0	13	Как  принять на работу  иностранца, который проживает в  России   временно  или постоянно	принимать работа иностранец который проживать россия временно или постоянно работа иностранец который временно жить россия не оформлять разрешение работа или патент это не требовать также не получать разрешение привлечение иностранный рабочий сила быть	Как принять на работу иностранца, который проживает в России временно или постоянно ...на работу иностранца, который временно живет в России , не оформляйте разрешение на работу или патент . ... этого не требует. Также не нужно получать разрешение на привлечение иностранной рабочей силы. То есть...	0.7364996075630188	Ложь	0.886778712272644
Добрый день. Подскажите ИП будет осуществлять строительные работы по возведению зданий, прокладке коммуникация в общем все что связано со строительством в Подмосковье, может он подать заявление на патент и какой потенциальный доход будет участвовать в расчете. И как рассчитать патент по этому виду деятельности, если он подпадает под ПСН.	12032836	1	0	0	21	Как заполнить заявление на  патент  по  видам   деятельности 	заполнять заявление патент вид деятельность указывать титульный лист заявление не зависеть вид деятельность поэтому заполнять он общий деятельность псн рекомендация данные сотрудник ипать и пониженный ставка налог	Как заполнить заявление на патент по видам деятельности ...указывают на титульном листе заявления , не зависят от вида деятельности , поэтому заполняйте его в общем ... деятельности на ПСН – в рекомендации . Данные о сотрудниках ИП и пониженной ставке налога ,...	0.9048541188240051	Правда	0.9578189253807068
"Добрый день! Приобрели неисключительные права использования программы для ЭВМ ""Контур Экстерн"" для юридических лиц на основной системе налогообложения сроком на 12 мес. стоимостью 13000руб. Как отразить расходы по данной операции в бухгалтерском и налоговом учете в 2024г.?"	352114	1	0	0	1	Как оформить и  учесть   приобретение   компьютерной   программы 	оформлять и учитывать приобретение компьютерный программа прочий расход затрата приобретение исключительный право программа эвм стоимость 100 000 руб менее отражать состав прочий расход так же отражать затрата программа который нельзя учитывать	Как оформить и учесть приобретение компьютерной программы Прочие расходы . Затраты на приобретение исключительных прав на программу для ЭВМ стоимостью 100 000 руб. ... менее отражайте в составе прочих расходов. Так же отражайте затраты на программы, которые нельзя учесть ...	0.423958420753479	Правда	0.9658546447753906
Добрый день. Как в этом году разносить документы за программное обеспечение, н-р обслуживание 1С за 24 мес?	14845523	1	0	0	7	Какие  документы  нужны, чтобы получить  ежемесячное  пособие по уходу за ребенком до 1,5  лет 	какой документ получать ежемесячный пособие уход ребенок 1 5 год копия документ подтверждать родитель не мочь заботиться ребенок состояние здоровье	Какие документы нужны, чтобы получить ежемесячное пособие по уходу за ребенком до 1,5 лет копии документов , подтверждающих, что родители не могут заботиться о ребенке по состоянию здоровья;	0.8769646883010864	Ложь	0.9098025560379028
Добрый день! Подскажите, пожалуйста, размер единовременной выплаты при несчастном случае на производстве (максимальный размер)?	1699264	1	0	0	3	Какие минимальные и  максимальные   размеры  пособий в 2024 году	какой минимальный и максимальный размер пособие 2024 год предельный максимальный размер средний дневной заработок	Какие минимальные и максимальные размеры пособий в 2024 году Предельный ( максимальный ) размер среднего дневного заработка	0.9636290669441223	Ложь	0.9265720844268799
Доброе утро! Подскажите, пожалуйста, если в 3 квартале 2023 в уведомлении указали не ту сумму НДФЛ. Нужно подавать корректирующее уведомление или подавать уточненку к декларации 6-НДФЛ?	19146483	1	0	0	7	Как составить и  сдать  уточненный  6-НДФЛ 	составлять и сдавать уточнять 6 ндфл корректировать расчет уточнять 6 ндфл представлять без справка доход 6 ндфл замена 2 ндфл случай уточнение сведение справка доход и сумма налог физлицо подавать весь расчет с	Как составить и сдать уточненный 6-НДФЛ Если корректируете расчет, то уточненный 6-НДФЛ представьте без справки о доходах к 6-НДФЛ (замена 2-НДФЛ). ... случае уточнения сведений в справках о доходах и суммах налогов физлица подайте весь расчет с...	0.8479709625244141	Ложь	0.9235045313835144
"Добрый день! Пришлите, пож., указанные Вами разъяснения выше онлайн-диалогу: ""...есть такие разъяснения Общий журнал работ (форма № КС-6) ведется на строительстве (при реконструкции, расширении) отдельных или группы однотипных, одновременно строящихся зданий (сооружений), расположенных в пределах одной строительной площадки. Следовательно, вести

© Материал из БСС «Система Главбух».
Подробнее: https://1gl.ru/#/recommendations/?of=copy-45538ef6e1"	18318324	1	0	0	26	Как учесть расходы на рекультивацию земель при  строительстве 	учитывать расход рекультивация земля строительство расход рекультивация земля непосредственно связывать с объект основной строительство поэтому этот объект предназначать подрядный организация выполнять работа рекультивация инвестор иметь право принимать вычет подп 1	Как учесть расходы на рекультивацию земель при строительстве Расходы на рекультивацию земель непосредственно связаны с объектом основного строительства . Поэтому, если этот объект предназначен ... подрядной организацией, выполнившей работы по рекультивации, инвестор имеет право принять к вычету ( подп. 1 ...	0.5995631814002991	Ложь	0.9168012142181396
Добрый день! Подскажите пож.. Если мы на ОСН платить НДС уплатить нужно когда ? Каждый месяц или ЗА КВАРТАЛ?	7006499	1	0	0	4	Как  платить   НДС  в бюджет в 2024 году	платить ндс бюджет 2024 год ндс итог квартал перечислять бюджет равномерно течение три месяц срок уплата не поздно 28 го число каждый этот месяц например сумма ндс i квартал	Как платить НДС в бюджет в 2024 году НДС по итогам квартала перечисляйте в бюджет равномерно в течение следующих трех месяцев . Сроки уплаты ... не позднее 28-го числа каждого из этих месяцев. Например, сумму НДС за I квартал нужно...	0.7758118510246277	Правда	0.9602217078208923
Добрый день! Подскажите, на какой КБК платить ндфл по трудоустроенному иностранному гражданину (ЕАЭС), работающего на патенте	2883397	1	0	0	29	Как заполнить 6-НДФЛ по  иностранцу  на патенте	заполнять 6 ндфл иностранец патент авансовый платеж иностранец равный или превышать сумма ндфл с его доход налог не удерживать этот случай налог с доход сотрудник не показывать раздел 1 и поле	Как заполнить 6-НДФЛ по иностранцу на патенте Если авансовый платеж иностранца равен или превышает сумму НДФЛ с его доходов , налог не удерживают. В этом случае налог с доходов такого сотрудника не показывайте в разделе 1 и поле...	0.9033776521682739	Правда	0.9399132132530212
Добрый день. При расчете отпускных нужно включать в расчетный период дни в пути на вахту и выплаты за эти дни?	13476681	1	0	0	6	Как организовать и оформить  вахтовый  метод работы	организовывать и оформлять вахтовый метод работа частность день пребывание объект во время вахта и день нахождение путь местонахождение работодатель либо пункт сбор место выполнение работа и обратно сотрудник платить надбавка	Как организовать и оформить вахтовый метод работы В частности, за дни пребывания на объекте во время вахты и дни нахождения в пути ... местонахождения работодателя либо пункта сбора до места выполнения работы и обратно сотрудникам платят надбавку (...	0.7492325305938721	Правда	0.9587584137916565
